Prop_0,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,_c0
,T03393892,A00011265,Debit,Remittance to Another Bank,2607,21907.7, ,Charles Schwab Corp.,80508869,2013,10,9,2013-10-09,12:17:21,2013-10-09T12:17:21,15166
,T01118678,A00003822,Credit,Collection from Another Bank,17347,17847,,Bank of America,19595277,2013,10,9,2013-10-09,10:08:11,2013-10-09T10:08:11,15167
,T01117329,A00003818,Debit,Remittance to Another Bank,3596,41266.1,Household,TD Bank,35474443,2013,10,9,2013-10-09,10:07:17,2013-10-09T10:07:17,15168
,T01117473,A00003818,Debit,Remittance to Another Bank,4065,44862.1,Insurance Payment,Bank of America,34760767,2013,10,9,2013-10-09,16:52:31,2013-10-09T16:52:31,15169
,T01117257,A00003818,Credit,Credit in Cash,17366,48927.1,,,NA,2013,10,9,2013-10-09,15:22:21,2013-10-09T15:22:21,15170
,T02522118,A00008321,Debit,Cash Withdrawal,2900,33269.2,,,NA,2013,10,9,2013-10-09,11:01:40,2013-10-09T11:01:40,15171
,T02502924,A00008261,Debit,Cash Withdrawal,18700,47096.2,,,NA,2013,10,9,2013-10-09,16:38:18,2013-10-09T16:38:18,15172
,T00097536,A00000334,Credit,Credit in Cash,18372,59612.1,,,NA,2013,10,9,2013-10-09,10:60:15,2013-10-09T10:60:15,15173
,T00106388,A00000362,Debit,Remittance to Another Bank,292,25260.5, ,Capital One,91743081,2013,10,9,2013-10-09,10:56:29,2013-10-09T10:56:29,15174
,T00106316,A00000362,Debit,Remittance to Another Bank,6001,19259.5,Household,Capital One,76221531,2013,10,9,2013-10-09,11:05:19,2013-10-09T11:05:19,15175
,T00929169,A00003166,Debit,Cash Withdrawal,5500,30538,,,NA,2013,10,9,2013-10-09,13:29:46,2013-10-09T13:29:46,15176
,T00607376,A00002068,Credit,Collection from Another Bank,3937,28357.4,,JPMorgan Chase,42463767,2013,10,9,2013-10-09,16:38:40,2013-10-09T16:38:40,15177
,T00605592,A00002061,Debit,Cash Withdrawal,1000,29377.5,,,NA,2013,10,9,2013-10-09,12:47:24,2013-10-09T12:47:24,15178
,T00708163,A00002425,Debit,Remittance to Another Bank,5936,18426.2,Household,Morgan Stanley,64028662,2013,10,9,2013-10-09,08:10:04,2013-10-09T08:10:04,15179
,T00710220,A00002429,Debit,Remittance to Another Bank,369,41975.5, ,Wells Fargo & Co.,91816699,2013,10,9,2013-10-09,08:46:31,2013-10-09T08:46:31,15180
,T00710148,A00002429,Debit,Remittance to Another Bank,6786,35189.5,Household,TD Bank,50382167,2013,10,9,2013-10-09,15:42:32,2013-10-09T15:42:32,15181
,T00711552,A00002433,Debit,Remittance to Another Bank,1757,25740.8,Household,Wells Fargo & Co.,28003591,2013,10,9,2013-10-09,11:16:06,2013-10-09T11:16:06,15182
,T00491895,A00001678,Debit,Remittance to Another Bank,2952,44138.5,Household,Goldman Sachs,72718292,2013,10,9,2013-10-09,15:52:49,2013-10-09T15:52:49,15183
,T00491967,A00001678,Debit,Remittance to Another Bank,1778,42360.5, ,PNC Financial Services,54732525,2013,10,9,2013-10-09,10:51:03,2013-10-09T10:51:03,15184
,T00489604,A00001671,Debit,Remittance to Another Bank,502,28573.4, ,State Street Corp.,17247677,2013,10,9,2013-10-09,09:23:42,2013-10-09T09:23:42,15185
,T00733776,A00002508,Debit,Remittance to Another Bank,2193,21249.7,Household,Wells Fargo & Co.,89408212,2013,10,10,2013-10-10,10:04:14,2013-10-10T10:04:14,15186
,T00655426,A00002241,Debit,Remittance to Another Bank,455,26939.1, ,Morgan Stanley,37085980,2013,10,10,2013-10-10,13:00:07,2013-10-10T13:00:07,15187
,T00695730,A00002379,Credit,Credit in Cash,5072,28209.3,,,NA,2013,10,10,2013-10-10,08:09:23,2013-10-10T08:09:23,15188
,T02356790,A00007774,Credit,Credit in Cash,19736,45568.3,,,NA,2013,10,10,2013-10-10,15:25:20,2013-10-10T15:25:20,15189
,T00961941,A00003277,Debit,Cash Withdrawal,14200,36321.5,,,NA,2013,10,10,2013-10-10,14:45:36,2013-10-10T14:45:36,15190
,T01754172,A00005952,Credit,Collection from Another Bank,35312,66129.9,,State Street Corp.,78708076,2013,10,10,2013-10-10,12:49:45,2013-10-10T12:49:45,15191
,T00026127,A00000086,Debit,Remittance to Another Bank,1002,16258.9,,Charles Schwab Corp.,36292475,2013,10,10,2013-10-10,12:48:05,2013-10-10T12:48:05,15192
,T00037965,A00000123,Debit,Remittance to Another Bank,3016,21873.6,Household,Morgan Stanley,97764080,2013,10,10,2013-10-10,16:51:00,2013-10-10T16:51:00,15193
,T00040994,A00000135,Credit,Credit in Cash,4451,32929.4,,,NA,2013,10,10,2013-10-10,13:42:46,2013-10-10T13:42:46,15194
,T00894582,A00003050,Debit,Cash Withdrawal,8300,67920.9,,,0,2013,10,10,2013-10-10,11:24:02,2013-10-10T11:24:02,15195
,T00555310,A00001891,Credit,Collection from Another Bank,3756,30329.8,,JPMorgan Chase,55015951,2013,10,10,2013-10-10,11:29:13,2013-10-10T11:29:13,15196
,T00641218,A00002189,Debit,Remittance to Another Bank,2803,39326.2,Insurance Payment,JPMorgan Chase,32410866,2013,10,10,2013-10-10,15:02:51,2013-10-10T15:02:51,15197
,T00472866,A00001610,Credit,Credit in Cash,24373,71512.6,,,NA,2013,10,10,2013-10-10,11:51:53,2013-10-10T11:51:53,15198
,T01108027,A00003785,Credit,Credit in Cash,23842,64945.7,,,NA,2013,10,10,2013-10-10,14:17:55,2013-10-10T14:17:55,15199
,T01166975,A00003999,Debit,Remittance to Another Bank,563,29707.4,Insurance Payment,Morgan Stanley,77352034,2013,10,10,2013-10-10,13:50:22,2013-10-10T13:50:22,15200
,T00299060,A00001019,Debit,Remittance to Another Bank,8127,44322,Household,Charles Schwab Corp.,75165712,2013,10,10,2013-10-10,11:06:25,2013-10-10T11:06:25,15201
,T03235507,A00010738,Debit,Remittance to Another Bank,8042,3190.8, ,Bank of America,41088736,2013,10,10,2013-10-10,14:43:12,2013-10-10T14:43:12,15202
,T00175007,A00000588,Debit,Cash Withdrawal,1800,26649,,,NA,2013,10,10,2013-10-10,15:19:11,2013-10-10T15:19:11,15203
,T00343688,A00001166,Credit,Collection from Another Bank,18631,54643.5,,Wells Fargo & Co.,41146189,2013,10,10,2013-10-10,11:40:47,2013-10-10T11:40:47,15204
,T00136158,A00000456,Debit,Cash Withdrawal,43800,62949.1,,,NA,2013,10,10,2013-10-10,16:47:52,2013-10-10T16:47:52,15205
,T00135824,A00000456,Credit,Collection from Another Bank,47831,106749.1,,JPMorgan Chase,95670407,2013,10,10,2013-10-10,16:33:29,2013-10-10T16:33:29,15206
,T00673934,A00002302,Credit,Credit in Cash,3500,16372.6,,,NA,2013,10,10,2013-10-10,14:47:35,2013-10-10T14:47:35,15207
,T00775978,A00002647,Credit,Credit in Cash,12015,37832.8,,,NA,2013,10,10,2013-10-10,12:21:39,2013-10-10T12:21:39,15208
,T00776568,A00002648,Debit,Cash Withdrawal,8000,28044.8,,,NA,2013,10,10,2013-10-10,14:53:42,2013-10-10T14:53:42,15209
,T00773066,A00002639,Debit,Remittance to Another Bank,8633,40250.4,Household,U.S. Bancorp,93859052,2013,10,10,2013-10-10,09:34:19,2013-10-10T09:34:19,15210
,T00571559,A00001944,Debit,Cash Withdrawal,10300,35182.9,,,NA,2013,10,10,2013-10-10,11:12:48,2013-10-10T11:12:48,15211
,T00571266,A00001944,Credit,Credit in Cash,17980,45482.9,,,NA,2013,10,10,2013-10-10,12:16:36,2013-10-10T12:16:36,15212
,T00534841,A00001822,Credit,Collection from Another Bank,5210,28559.2,Old Age Pension,Capital One,11734843,2013,10,10,2013-10-10,11:57:38,2013-10-10T11:57:38,15213
,T00535029,A00001822,Debit,Cash Withdrawal,2720,25839.2,,,NA,2013,10,10,2013-10-10,12:08:41,2013-10-10T12:08:41,15214
,T00782080,A00002666,Debit,Remittance to Another Bank,647,16282.3,Household,Bank of New York Mellon Corp.,53003144,2013,10,10,2013-10-10,15:25:20,2013-10-10T15:25:20,15215
,T00777692,A00002651,Debit,Remittance to Another Bank,10862,25269.9,Household,Goldman Sachs,13021684,2013,10,10,2013-10-10,13:35:03,2013-10-10T13:35:03,15216
,T00347746,A00001179,Debit,Cash Withdrawal,1040,16109,,,NA,2013,10,10,2013-10-10,13:06:40,2013-10-10T13:06:40,15217
,T01218811,A00004171,Debit,Cash Withdrawal,11100,35033.6,,,NA,2013,10,10,2013-10-10,13:14:13,2013-10-10T13:14:13,15218
,T00968623,A00003302,Credit,Collection from Another Bank,3008,24656.4,,Bank of America,24482953,2013,10,10,2013-10-10,09:15:03,2013-10-10T09:15:03,15219
,T00785272,A00002676,Debit,Remittance to Another Bank,1510,28619.3,Household,PNC Financial Services,32712727,2013,10,10,2013-10-10,15:11:30,2013-10-10T15:11:30,15220
,T03314778,A00011013,Debit,Remittance to Another Bank,756,58266.8,Household,Bank of America,27690512,2013,10,10,2013-10-10,10:47:16,2013-10-10T10:47:16,15221
,T01033771,A00003535,Credit,Collection from Another Bank,3197,4297,,Bank of America,89602392,2013,10,10,2013-10-10,11:25:28,2013-10-10T11:25:28,15222
,T02895614,A00009591,Debit,Remittance to Another Bank,4146,64891.9,Household,TD Bank,26528680,2013,10,10,2013-10-10,08:56:28,2013-10-10T08:56:28,15223
,T00129166,A00000433,Credit,Credit in Cash,400,24600,,,NA,2013,10,10,2013-10-10,16:58:09,2013-10-10T16:58:09,15224
,T00146788,A00000492,Credit,Credit in Cash,500,500,,,NA,2013,10,10,2013-10-10,10:40:31,2013-10-10T10:40:31,15225
,T00152267,A00000510,Credit,Credit in Cash,20852,62866.3,,,NA,2013,10,10,2013-10-10,10:10:06,2013-10-10T10:10:06,15226
,T00222467,A00000757,Credit,Credit in Cash,7748,35068.1,,,NA,2013,10,10,2013-10-10,12:37:21,2013-10-10T12:37:21,15227
,T00122324,A00000411,Debit,Remittance to Another Bank,8499,25074,Household,TD Bank,15704101,2013,10,10,2013-10-10,11:42:48,2013-10-10T11:42:48,15228
,T00577588,A00001966,Debit,Cash Withdrawal,13500,40347.9,,,NA,2013,10,10,2013-10-10,10:04:43,2013-10-10T10:04:43,15229
,T00636668,A00002175,Credit,Credit in Cash,34596,62242.6,,,NA,2013,10,10,2013-10-10,14:37:09,2013-10-10T14:37:09,15230
,T00637345,A00002176,Debit,Remittance to Another Bank,5135,43316.2, ,Citigroup,57953965,2013,10,10,2013-10-10,12:18:53,2013-10-10T12:18:53,15231
,T00740286,A00002527,Debit,Cash Withdrawal,61200,52397.3,,,NA,2013,10,10,2013-10-10,15:54:36,2013-10-10T15:54:36,15232
,T02910613,A00009640,Debit,Remittance to Another Bank,4087,18757.2, ,Wells Fargo & Co.,37369465,2013,10,10,2013-10-10,15:21:30,2013-10-10T15:21:30,15233
,T00544199,A00001851,Credit,Credit in Cash,6236,33421.8,,,NA,2013,10,10,2013-10-10,16:55:27,2013-10-10T16:55:27,15234
,T01262863,A00004318,Debit,Cash Withdrawal,27900,49238,,,NA,2013,10,10,2013-10-10,15:10:11,2013-10-10T15:10:11,15235
,T00749336,A00002555,Credit,Credit in Cash,19022,54396.5,,,NA,2013,10,10,2013-10-10,08:33:50,2013-10-10T08:33:50,15236
,T00828936,A00002823,Debit,Remittance to Another Bank,2210,15804.2,,Wells Fargo & Co.,22294932,2013,10,10,2013-10-10,14:42:17,2013-10-10T14:42:17,15237
,T00833690,A00002838,Debit,Cash Withdrawal,7900,29404.7,,,NA,2013,10,10,2013-10-10,09:16:08,2013-10-10T09:16:08,15238
,T00789779,A00002694,Credit,Credit in Cash,17585,49169.2,,,NA,2013,10,10,2013-10-10,08:46:03,2013-10-10T08:46:03,15239
,T00792476,A00002701,Credit,Credit in Cash,9376,35823.1,,,NA,2013,10,10,2013-10-10,14:41:35,2013-10-10T14:41:35,15240
,T00793790,A00002705,Credit,Collection from Another Bank,15649,52164.4,,TD Bank,34823769,2013,10,10,2013-10-10,09:55:48,2013-10-10T09:55:48,15241
,T01136612,A00003883,Debit,Cash Withdrawal,1600,26616.1,,,NA,2013,10,10,2013-10-10,08:10:44,2013-10-10T08:10:44,15242
,T00294634,A00001006,Debit,Remittance to Another Bank,2008,28110.7, ,Citigroup,8671278,2013,10,10,2013-10-10,12:16:23,2013-10-10T12:16:23,15243
,T00330741,A00001127,Debit,Remittance to Another Bank,6260,58855,Household,Charles Schwab Corp.,43852061,2013,10,10,2013-10-10,16:01:52,2013-10-10T16:01:52,15244
,T00685865,A00002342,Debit,Cash Withdrawal,180,19830.4,,,NA,2013,10,10,2013-10-10,11:49:16,2013-10-10T11:49:16,15245
,T00259829,A00000890,Debit,Remittance to Another Bank,3136,31009.1,Household,Citigroup,66783034,2013,10,10,2013-10-10,13:48:55,2013-10-10T13:48:55,15246
,T00258666,A00000886,Credit,Credit in Cash,18469,58665.4,,,NA,2013,10,10,2013-10-10,11:31:34,2013-10-10T11:31:34,15247
,T00256859,A00000882,Credit,Credit in Cash,11587,41615.8,,,NA,2013,10,10,2013-10-10,15:45:42,2013-10-10T15:45:42,15248
,T01101132,A00003760,Debit,Cash Withdrawal,24100,54554.4,,,NA,2013,10,10,2013-10-10,15:01:28,2013-10-10T15:01:28,15249
,T00764837,A00002613,Credit,Collection from Another Bank,4985,5285,Old Age Pension,JPMorgan Chase,88827883,2013,10,10,2013-10-10,12:54:02,2013-10-10T12:54:02,15250
,T01069572,A00003654,Credit,Credit in Cash,19930,53966.7,,,NA,2013,10,10,2013-10-10,16:43:18,2013-10-10T16:43:18,15251
,T00708091,A00002425,Credit,Credit in Cash,8905,27331.2,,,NA,2013,10,10,2013-10-10,12:06:01,2013-10-10T12:06:01,15252
,T00707515,A00002423,Debit,Cash Withdrawal,1200,20118.4,,,NA,2013,10,10,2013-10-10,16:21:37,2013-10-10T16:21:37,15253
,T00566681,A00001930,Credit,Collection from Another Bank,6520,27180,Old Age Pension,Bank of America,66582178,2013,10,10,2013-10-10,11:28:53,2013-10-10T11:28:53,15254
,T00594024,A00002023,Credit,Credit in Cash,23524,57292.7,,,NA,2013,10,10,2013-10-10,15:32:40,2013-10-10T15:32:40,15255
,T00598263,A00002037,Credit,Credit in Cash,16576,47792.2,,,NA,2013,10,10,2013-10-10,10:56:42,2013-10-10T10:56:42,15256
,T01339315,A00004576,Credit,Credit in Cash,18910,53283.6,,,NA,2013,10,10,2013-10-10,13:41:06,2013-10-10T13:41:06,15257
,T01321168,A00004511,Credit,Credit in Cash,5922,6522,,,NA,2013,10,10,2013-10-10,12:07:52,2013-10-10T12:07:52,15258
,T01583683,A00005385,Debit,Cash Withdrawal,2100,34630.1,,,0,2013,10,10,2013-10-10,16:26:58,2013-10-10T16:26:58,15259
,T02438853,A00008041,Credit,Credit in Cash,400,400,,,NA,2013,10,10,2013-10-10,10:27:31,2013-10-10T10:27:31,15260
,T02448741,A00008073,Debit,Remittance to Another Bank,695,41635.6,Household,Wells Fargo & Co.,14566856,2013,10,10,2013-10-10,12:25:02,2013-10-10T12:25:02,15261
,T00855396,A00002915,Credit,Collection from Another Bank,47983,103185.7,,Bank of America,9798497,2013,10,10,2013-10-10,09:20:27,2013-10-10T09:20:27,15262
,T00486322,A00001658,Debit,Remittance to Another Bank,1950,14770,,Bank of New York Mellon Corp.,35897404,2013,10,10,2013-10-10,16:51:39,2013-10-10T16:51:39,15263
,T00482888,A00001644,Debit,Remittance to Another Bank,2534,35899.6,Household,Citigroup,89781009,2013,10,10,2013-10-10,15:05:55,2013-10-10T15:05:55,15264
,T01291756,A00004414,Credit,Credit in Cash,7200,19038,,,NA,2013,10,10,2013-10-10,13:49:40,2013-10-10T13:49:40,15265
,T00156530,A00000523,Debit,Cash Withdrawal,3200,27236.1,,,NA,2013,10,10,2013-10-10,09:36:24,2013-10-10T09:36:24,15266
,T01093220,A00003738,Credit,Credit in Cash,20334,52755.3,,,NA,2013,10,10,2013-10-10,11:08:51,2013-10-10T11:08:51,15267
,T02135557,A00007231,Debit,Cash Withdrawal,10100,35755.2,,,NA,2013,10,10,2013-10-10,13:13:39,2013-10-10T13:13:39,15268
,T00071977,A00000239,Debit,Cash Withdrawal,3253,63628,,,NA,2013,10,10,2013-10-10,15:36:19,2013-10-10T15:36:19,15269
,T00073591,A00000244,Debit,Remittance to Another Bank,2190,22299.2,Household,U.S. Bancorp,74832015,2013,10,10,2013-10-10,15:21:18,2013-10-10T15:21:18,15270
,T00066592,A00000222,Credit,Collection from Another Bank,34409,71779.3,,PNC Financial Services,38463211,2013,10,10,2013-10-10,12:14:57,2013-10-10T12:14:57,15271
,T00522115,A00001782,Credit,Collection from Another Bank,6542,32910,Old Age Pension,PNC Financial Services,80882119,2013,10,10,2013-10-10,12:37:26,2013-10-10T12:37:26,15272
,T00520899,A00001779,Credit,Credit in Cash,23825,48207.4,,,NA,2013,10,10,2013-10-10,08:31:32,2013-10-10T08:31:32,15273
,T00676887,A00002313,Debit,Remittance to Another Bank,5426,32407.7,Household,U.S. Bancorp,33568215,2013,10,10,2013-10-10,10:34:21,2013-10-10T10:34:21,15274
,T00677225,A00002313,Debit,Cash Withdrawal,3800,37833.7,,,NA,2013,10,10,2013-10-10,12:20:31,2013-10-10T12:20:31,15275
,T00679955,A00002321,Debit,Cash Withdrawal,9600,37901.3,,,NA,2013,10,10,2013-10-10,10:12:09,2013-10-10T10:12:09,15276
,T00771117,A00002632,Debit,Remittance to Another Bank,2042,41347.3,Household,Citigroup,40250009,2013,10,10,2013-10-10,16:15:27,2013-10-10T16:15:27,15277
,T00876159,A00002985,Debit,Remittance to Another Bank,2113,23456.6,Household,State Street Corp.,80860942,2013,10,10,2013-10-10,16:47:15,2013-10-10T16:47:15,15278
,T01855485,A00006281,Debit,Cash Withdrawal,4800,40055.3,,,NA,2013,10,10,2013-10-10,13:00:29,2013-10-10T13:00:29,15279
,T02382524,A00007857,Credit,Collection from Another Bank,38109,87693.4,,TD Bank,77844226,2013,10,10,2013-10-10,14:33:38,2013-10-10T14:33:38,15280
,T00901573,A00003072,Debit,Cash Withdrawal,800,62107.9,,,NA,2013,10,10,2013-10-10,12:09:50,2013-10-10T12:09:50,15281
,T00941585,A00003213,Debit,Remittance to Another Bank,562,14749.3,,Wells Fargo & Co.,67793083,2013,10,10,2013-10-10,14:13:46,2013-10-10T14:13:46,15282
,T01036845,A00003547,Credit,Collection from Another Bank,4026,12408.8,Old Age Pension,TD Bank,47276687,2013,10,10,2013-10-10,12:15:36,2013-10-10T12:15:36,15283
,T00615554,A00002099,Credit,Credit in Cash,44790,99860.4,,,NA,2013,10,10,2013-10-10,16:13:09,2013-10-10T16:13:09,15284
,T00882587,A00003007,Debit,Remittance to Another Bank,5596,54125.2,Insurance Payment,Bank of New York Mellon Corp.,2805859,2013,10,10,2013-10-10,12:17:46,2013-10-10T12:17:46,15285
,T00880461,A00003000,Credit,Credit in Cash,7028,29614.9,,,NA,2013,10,10,2013-10-10,15:41:19,2013-10-10T15:41:19,15286
,T00445017,A00001513,Credit,Credit in Cash,15224,35573.4,,,NA,2013,10,10,2013-10-10,10:08:30,2013-10-10T10:08:30,15287
,T01080919,A00003691,Debit,Remittance to Another Bank,3267,26658.1,Household,JPMorgan Chase,56120270,2013,10,10,2013-10-10,14:49:58,2013-10-10T14:49:58,15288
,T00276506,A00000947,Credit,Credit in Cash,4034,32504.4,,,NA,2013,10,10,2013-10-10,09:19:56,2013-10-10T09:19:56,15289
,T00226880,A00000772,Debit,Remittance to Another Bank,280,35258,Insurance Payment,Charles Schwab Corp.,50320124,2013,10,10,2013-10-10,14:32:33,2013-10-10T14:32:33,15290
,T00234416,A00000799,Credit,Credit in Cash,200,200,,,NA,2013,10,10,2013-10-10,13:49:52,2013-10-10T13:49:52,15291
,T01049891,A00003592,Credit,Collection from Another Bank,6007,23292.4,Old Age Pension,U.S. Bancorp,73166322,2013,10,10,2013-10-10,12:59:38,2013-10-10T12:59:38,15292
,T00326715,A00001116,Credit,Credit in Cash,12129,40511.3,,,NA,2013,10,10,2013-10-10,14:02:17,2013-10-10T14:02:17,15293
,T00403153,A00001373,Credit,Collection from Another Bank,2962,12348,,Morgan Stanley,6256688,2013,10,10,2013-10-10,14:36:00,2013-10-10T14:36:00,15294
,T00717838,A00002458,Debit,Cash Withdrawal,21800,47493,,,NA,2013,10,10,2013-10-10,11:17:00,2013-10-10T11:17:00,15295
,T00719523,A00002464,Debit,Remittance to Another Bank,4681,30662.1, ,Morgan Stanley,74763947,2013,10,10,2013-10-10,09:31:04,2013-10-10T09:31:04,15296
,T00286154,A00000982,Debit,Remittance to Another Bank,2505,25697.5,Household,Goldman Sachs,6972080,2013,10,10,2013-10-10,13:35:12,2013-10-10T13:35:12,15297
,T00292135,A00001000,Debit,Remittance to Another Bank,3179,40796.1,Household,State Street Corp.,78449135,2013,10,10,2013-10-10,12:36:56,2013-10-10T12:36:56,15298
,T00289121,A00000991,Debit,Remittance to Another Bank,6748,56490.8,Household,U.S. Bancorp,2995044,2013,10,10,2013-10-10,11:44:18,2013-10-10T11:44:18,15299
,T01132744,A00003871,Debit,Remittance to Another Bank,153,26765.7,Household,Bank of New York Mellon Corp.,55483001,2013,10,10,2013-10-10,14:43:02,2013-10-10T14:43:02,15300
,T01096721,A00003748,Credit,Collection from Another Bank,3192,10576,,PNC Financial Services,59888619,2013,10,10,2013-10-10,14:54:25,2013-10-10T14:54:25,15301
,T00724083,A00002479,Credit,Credit in Cash,5987,7087,,,NA,2013,10,10,2013-10-10,09:30:59,2013-10-10T09:30:59,15302
,T00739836,A00002527,Credit,Credit in Cash,17538,113597.3,,,NA,2013,10,10,2013-10-10,11:40:22,2013-10-10T11:40:22,15303
,T00589645,A00002008,Debit,Remittance to Another Bank,543,36876.5,Household,JPMorgan Chase,98016315,2013,10,10,2013-10-10,14:51:52,2013-10-10T14:51:52,15304
,T01562757,A00005313,Debit,Cash Withdrawal,4700,76920.2,,,0,2013,10,10,2013-10-10,16:48:38,2013-10-10T16:48:38,15305
,T01571605,A00005343,Credit,Credit in Cash,12720,48617.5,,,NA,2013,10,10,2013-10-10,14:33:31,2013-10-10T14:33:31,15306
,T01549108,A00005270,Debit,Cash Withdrawal,31900,54788.6,,,NA,2013,10,10,2013-10-10,09:09:22,2013-10-10T09:09:22,15307
,T00851479,A00002902,Debit,Remittance to Another Bank,5465,48086.2, ,Capital One,44056862,2013,10,10,2013-10-10,09:04:54,2013-10-10T09:04:54,15308
,T00850320,A00002896,Debit,Remittance to Another Bank,295,14253.2, ,Charles Schwab Corp.,62635773,2013,10,10,2013-10-10,13:11:01,2013-10-10T13:11:01,15309
,T00465597,A00001584,Debit,Remittance to Another Bank,1983,13492,,Capital One,97312646,2013,10,10,2013-10-10,16:36:36,2013-10-10T16:36:36,15310
,T00462893,A00001575,Debit,Remittance to Another Bank,2998,26967,Household,Bank of America,10936338,2013,10,10,2013-10-10,11:08:48,2013-10-10T11:08:48,15311
,T00846206,A00002881,Debit,Cash Withdrawal,5760,17762.2,,,NA,2013,10,10,2013-10-10,09:12:21,2013-10-10T09:12:21,15312
,T00415878,A00001412,Debit,Remittance to Another Bank,1773,48330.6, ,U.S. Bancorp,65591120,2013,10,10,2013-10-10,09:11:19,2013-10-10T09:11:19,15313
,T00417654,A00001416,Debit,Cash Withdrawal,37800,66826.9,,,NA,2013,10,10,2013-10-10,08:01:36,2013-10-10T08:01:36,15314
,T01115215,A00003808,Debit,Cash Withdrawal,2800,31633.9,,,NA,2013,10,10,2013-10-10,10:00:01,2013-10-10T10:00:01,15315
,T00205045,A00000697,Debit,Remittance to Another Bank,6372,33035.3,Household,Capital One,77658992,2013,10,10,2013-10-10,11:07:40,2013-10-10T11:07:40,15316
,T00252798,A00000866,Debit,Remittance to Another Bank,38,30198.7, ,Citigroup,26753026,2013,10,10,2013-10-10,16:02:51,2013-10-10T16:02:51,15317
,T00408832,A00001392,Debit,Cash Withdrawal,4500,60858.5,,,NA,2013,10,10,2013-10-10,13:44:42,2013-10-10T13:44:42,15318
,T00411690,A00001402,Credit,Credit in Cash,9006,37471.3,,,NA,2013,10,10,2013-10-10,09:05:43,2013-10-10T09:05:43,15319
,T00411282,A00001401,Credit,Collection from Another Bank,6850,14000,Old Age Pension,Bank of New York Mellon Corp.,56034910,2013,10,10,2013-10-10,12:02:60,2013-10-10T12:02:60,15320
,T00193000,A00000655,Debit,Remittance to Another Bank,1899,61352.8,Household,Bank of America,91412663,2013,10,10,2013-10-10,08:56:48,2013-10-10T08:56:48,15321
,T03352812,A00011135,Credit,Credit in Cash,500,500,,,NA,2013,10,10,2013-10-10,14:44:06,2013-10-10T14:44:06,15322
,T03393820,A00011265,Debit,Remittance to Another Bank,506,21401.7,Household,Morgan Stanley,37816989,2013,10,10,2013-10-10,08:17:54,2013-10-10T08:17:54,15323
,T02524910,A00008330,Debit,Cash Withdrawal,300,64503.9,,,0,2013,10,10,2013-10-10,15:37:45,2013-10-10T15:37:45,15324
,T02502704,A00008261,Debit,Remittance to Another Bank,2163,44933.2, ,Morgan Stanley,89226317,2013,10,10,2013-10-10,10:15:50,2013-10-10T10:15:50,15325
,T02521897,A00008321,Debit,Cash Withdrawal,1500,31769.2,,,0,2013,10,10,2013-10-10,16:50:01,2013-10-10T16:50:01,15326
,T00095752,A00000327,Credit,Credit in Cash,15708,52128,,,NA,2013,10,10,2013-10-10,09:23:41,2013-10-10T09:23:41,15327
,T00095824,A00000327,Debit,Remittance to Another Bank,3252,48876,Household,PNC Financial Services,86823993,2013,10,10,2013-10-10,16:26:16,2013-10-10T16:26:16,15328
,T00105887,A00000361,Debit,Remittance to Another Bank,1388,68400.8, ,Capital One,59163767,2013,10,10,2013-10-10,15:31:39,2013-10-10T15:31:39,15329
,T00188865,A00000640,Credit,Collection from Another Bank,4337,22868.8,Old Age Pension,Citigroup,41213739,2013,10,10,2013-10-10,12:57:06,2013-10-10T12:57:06,15330
,T00185926,A00000630,Credit,Collection from Another Bank,3542,27442.9,,State Street Corp.,62620174,2013,10,10,2013-10-10,13:16:46,2013-10-10T13:16:46,15331
,T00083812,A00000280,Debit,Remittance to Another Bank,4694,20838.8, ,Bank of New York Mellon Corp.,1495051,2013,10,10,2013-10-10,08:03:05,2013-10-10T08:03:05,15332
,T00092893,A00000317,Credit,Collection from Another Bank,5922,29887.1,Old Age Pension,Bank of America,16824597,2013,10,10,2013-10-10,12:33:20,2013-10-10T12:33:20,15333
,T00930868,A00003173,Credit,Collection from Another Bank,4235,22275,Old Age Pension,PNC Financial Services,55758672,2013,10,10,2013-10-10,11:23:02,2013-10-10T11:23:02,15334
,T00928813,A00003166,Credit,Credit in Cash,25107,55645,,,NA,2013,10,10,2013-10-10,13:03:58,2013-10-10T13:03:58,15335
,T00550468,A00001875,Credit,Collection from Another Bank,4641,10282,Old Age Pension,Morgan Stanley,50038367,2013,10,10,2013-10-10,08:45:06,2013-10-10T08:45:06,15336
,T00607448,A00002068,Debit,Remittance to Another Bank,172,28185.4,Household,TD Bank,33975577,2013,10,10,2013-10-10,16:48:24,2013-10-10T16:48:24,15337
,T01045252,A00003575,Credit,Credit in Cash,7605,21733.1,,,NA,2013,10,11,2013-10-11,16:38:21,2013-10-11T16:38:21,15338
,T01067789,A00003649,Credit,Credit in Cash,18395,62034.4,,,NA,2013,10,11,2013-10-11,15:43:34,2013-10-11T15:43:34,15339
,T01068153,A00003649,Debit,Cash Withdrawal,20900,41130.4,,,NA,2013,10,11,2013-10-11,10:54:04,2013-10-11T10:54:04,15340
,T01067933,A00003649,Debit,Remittance to Another Bank,4,62030.4, ,Capital One,17516535,2013,10,11,2013-10-11,12:49:56,2013-10-11T12:49:56,15341
